id,mean_daily_demand,std_daily_demand,safety_stock,reorder_point,order_up_to,newsvendor_q,service_level,lead_time_days
HOBBIES_1_376_CA_1_evaluation,0.2747,0.4084,1.78,3.7,5.62,2.97,0.95,7
HOBBIES_1_290_CA_1_evaluation,0.2746,0.4053,1.76,3.69,5.61,2.96,0.95,7
HOUSEHOLD_2_068_CA_1_evaluation,0.2746,0.4399,1.91,3.84,5.76,3.05,0.95,7
HOUSEHOLD_1_355_CA_1_evaluation,0.2744,0.4268,1.86,3.78,5.7,3.01,0.95,7
HOUSEHOLD_2_127_CA_1_evaluation,0.2743,0.4715,2.05,3.97,5.89,3.13,0.95,7
HOBBIES_2_051_CA_1_evaluation,0.2743,0.38,1.65,3.57,5.49,2.89,0.95,7
FOODS_2_365_CA_1_evaluation,0.2743,0.4955,2.16,4.08,6.0,3.19,0.95,7
HOUSEHOLD_2_061_CA_1_evaluation,0.2742,0.4462,1.94,3.86,5.78,3.06,0.95,7
HOBBIES_2_144_CA_1_evaluation,0.2735,0.3853,1.68,3.59,5.51,2.9,0.95,7
HOBBIES_1_218_CA_1_evaluation,0.2732,0.3871,1.68,3.6,5.51,2.9,0.95,7
HOUSEHOLD_1_479_CA_1_evaluation,0.2726,0.43,1.87,3.78,5.69,3.01,0.95,7
FOODS_3_471_CA_1_evaluation,0.2724,0.4432,1.93,3.84,5.74,3.04,0.95,7
HOUSEHOLD_2_431_CA_1_evaluation,0.2712,0.3977,1.73,3.63,5.53,2.92,0.95,7
HOUSEHOLD_1_250_CA_1_evaluation,0.2709,0.4473,1.95,3.84,5.74,3.04,0.95,7
HOBBIES_2_143_CA_1_evaluation,0.2706,0.2444,1.06,2.96,4.85,2.52,0.95,7
FOODS_3_380_CA_1_evaluation,0.2704,0.4814,2.1,3.99,5.88,3.12,0.95,7
FOODS_2_313_CA_1_evaluation,0.2698,0.4002,1.74,3.63,5.52,2.91,0.95,7
HOUSEHOLD_1_378_CA_1_evaluation,0.2693,0.2818,1.23,3.11,5.0,2.61,0.95,7
HOUSEHOLD_2_116_CA_1_evaluation,0.2686,0.3873,1.69,3.57,5.45,2.87,0.95,7
FOODS_3_550_CA_1_evaluation,0.2685,0.6509,2.83,4.71,6.59,3.55,0.95,7
HOUSEHOLD_2_149_CA_1_evaluation,0.2683,0.3451,1.5,3.38,5.26,2.76,0.95,7
HOBBIES_1_199_CA_1_evaluation,0.2682,0.3715,1.62,3.49,5.37,2.83,0.95,7
HOUSEHOLD_2_373_CA_1_evaluation,0.268,0.3937,1.71,3.59,5.47,2.88,0.95,7
FOODS_3_416_CA_1_evaluation,0.268,0.4668,2.03,3.91,5.78,3.07,0.95,7
HOBBIES_1_391_CA_1_evaluation,0.2678,0.3917,1.7,3.58,5.45,2.88,0.95,7
HOBBIES_1_299_CA_1_evaluation,0.2677,0.2969,1.29,3.17,5.04,2.63,0.95,7
HOBBIES_2_003_CA_1_evaluation,0.2674,0.3879,1.69,3.56,5.43,2.86,0.95,7
HOUSEHOLD_2_452_CA_1_evaluation,0.267,0.3973,1.73,3.6,5.47,2.89,0.95,7
HOUSEHOLD_2_407_CA_1_evaluation,0.2669,0.4144,1.8,3.67,5.54,2.93,0.95,7
FOODS_2_310_CA_1_evaluation,0.2669,0.4181,1.82,3.69,5.56,2.94,0.95,7
HOBBIES_1_224_CA_1_evaluation,0.2668,0.4144,1.8,3.67,5.54,2.93,0.95,7
HOUSEHOLD_1_475_CA_1_evaluation,0.2666,0.3841,1.67,3.54,5.4,2.85,0.95,7
HOUSEHOLD_2_146_CA_1_evaluation,0.2665,0.3901,1.7,3.56,5.43,2.86,0.95,7
HOUSEHOLD_2_509_CA_1_evaluation,0.2664,0.5986,2.61,4.47,6.33,3.4,0.95,7
FOODS_2_305_CA_1_evaluation,0.2661,0.4602,2.0,3.87,5.73,3.04,0.95,7
HOBBIES_1_260_CA_1_evaluation,0.266,0.3355,1.46,3.32,5.18,2.72,0.95,7
FOODS_2_165_CA_1_evaluation,0.2659,0.4491,1.95,3.82,5.68,3.01,0.95,7
HOUSEHOLD_2_306_CA_1_evaluation,0.2659,0.307,1.34,3.2,5.06,2.65,0.95,7
FOODS_3_414_CA_1_evaluation,0.2656,0.4776,2.08,3.94,5.8,3.08,0.95,7
HOBBIES_1_069_CA_1_evaluation,0.2654,0.3933,1.71,3.57,5.43,2.86,0.95,7
FOODS_3_647_CA_1_evaluation,0.2652,0.4859,2.11,3.97,5.83,3.1,0.95,7
HOUSEHOLD_2_166_CA_1_evaluation,0.2647,0.4,1.74,3.59,5.45,2.88,0.95,7
HOUSEHOLD_1_502_CA_1_evaluation,0.2644,0.4451,1.94,3.79,5.64,2.99,0.95,7
FOODS_1_179_CA_1_evaluation,0.2643,0.8432,3.67,5.52,7.37,4.01,0.95,7
HOUSEHOLD_2_095_CA_1_evaluation,0.2642,0.3944,1.72,3.57,5.42,2.86,0.95,7
HOUSEHOLD_2_058_CA_1_evaluation,0.2639,0.3921,1.71,3.55,5.4,2.85,0.95,7
HOUSEHOLD_2_418_CA_1_evaluation,0.2639,0.4719,2.05,3.9,5.75,3.05,0.95,7
HOBBIES_1_363_CA_1_evaluation,0.2637,0.3907,1.7,3.55,5.39,2.85,0.95,7
HOUSEHOLD_2_263_CA_1_evaluation,0.2634,0.373,1.62,3.47,5.31,2.8,0.95,7
FOODS_2_328_CA_1_evaluation,0.263,0.3715,1.62,3.46,5.3,2.79,0.95,7
HOUSEHOLD_2_114_CA_1_evaluation,0.2627,0.3679,1.6,3.44,5.28,2.78,0.95,7
HOUSEHOLD_1_091_CA_1_evaluation,0.2626,0.5272,2.29,4.13,5.97,3.19,0.95,7
HOBBIES_1_041_CA_1_evaluation,0.2625,0.4133,1.8,3.64,5.47,2.9,0.95,7
HOBBIES_1_062_CA_1_evaluation,0.2622,0.2582,1.12,2.96,4.79,2.5,0.95,7
HOUSEHOLD_1_216_CA_1_evaluation,0.2619,0.4606,2.0,3.84,5.67,3.01,0.95,7
HOUSEHOLD_1_366_CA_1_evaluation,0.2619,0.3449,1.5,3.33,5.17,2.72,0.95,7
HOBBIES_2_117_CA_1_evaluation,0.2618,0.3953,1.72,3.55,5.39,2.84,0.95,7
HOBBIES_1_304_CA_1_evaluation,0.2616,0.392,1.71,3.54,5.37,2.83,0.95,7
HOUSEHOLD_1_233_CA_1_evaluation,0.2612,0.3927,1.71,3.54,5.37,2.83,0.95,7
HOBBIES_1_107_CA_1_evaluation,0.2608,0.4001,1.74,3.57,5.39,2.85,0.95,7
HOUSEHOLD_2_056_CA_1_evaluation,0.2598,0.407,1.77,3.59,5.41,2.86,0.95,7
HOUSEHOLD_1_323_CA_1_evaluation,0.259,0.3657,1.59,3.4,5.22,2.75,0.95,7
HOBBIES_1_113_CA_1_evaluation,0.2587,0.3735,1.63,3.44,5.25,2.77,0.95,7
HOUSEHOLD_2_237_CA_1_evaluation,0.2586,0.4127,1.8,3.61,5.42,2.87,0.95,7
FOODS_3_558_CA_1_evaluation,0.2585,0.4778,2.08,3.89,5.7,3.03,0.95,7
HOBBIES_2_092_CA_1_evaluation,0.2583,0.4018,1.75,3.56,5.36,2.84,0.95,7
HOBBIES_2_054_CA_1_evaluation,0.2581,0.3991,1.74,3.54,5.35,2.83,0.95,7
HOUSEHOLD_2_355_CA_1_evaluation,0.2578,0.3913,1.7,3.51,5.31,2.81,0.95,7
HOUSEHOLD_2_494_CA_1_evaluation,0.2577,0.3922,1.71,3.51,5.32,2.81,0.95,7
HOBBIES_1_135_CA_1_evaluation,0.2576,0.3621,1.58,3.38,5.18,2.73,0.95,7
HOBBIES_2_148_CA_1_evaluation,0.2571,0.3976,1.73,3.53,5.33,2.82,0.95,7
HOUSEHOLD_1_150_CA_1_evaluation,0.257,0.4042,1.76,3.56,5.36,2.83,0.95,7
HOUSEHOLD_2_390_CA_1_evaluation,0.2562,0.3853,1.68,3.47,5.26,2.78,0.95,7
HOUSEHOLD_2_233_CA_1_evaluation,0.2559,0.3856,1.68,3.47,5.26,2.78,0.95,7
FOODS_2_390_CA_1_evaluation,0.2559,0.3432,1.49,3.28,5.08,2.67,0.95,7
FOODS_2_226_CA_1_evaluation,0.2553,0.424,1.85,3.63,5.42,2.87,0.95,7
FOODS_3_512_CA_1_evaluation,0.2553,0.4399,1.91,3.7,5.49,2.91,0.95,7
HOUSEHOLD_1_159_CA_1_evaluation,0.2553,0.4305,1.87,3.66,5.45,2.89,0.95,7
FOODS_3_544_CA_1_evaluation,0.2552,0.5968,2.6,4.38,6.17,3.31,0.95,7
HOUSEHOLD_2_336_CA_1_evaluation,0.2552,0.4685,2.04,3.83,5.61,2.99,0.95,7
FOODS_2_228_CA_1_evaluation,0.2551,0.4264,1.86,3.64,5.43,2.88,0.95,7
HOBBIES_1_229_CA_1_evaluation,0.2548,0.3877,1.69,3.47,5.25,2.78,0.95,7
HOUSEHOLD_2_298_CA_1_evaluation,0.2545,0.4211,1.83,3.61,5.4,2.86,0.95,7
HOUSEHOLD_2_101_CA_1_evaluation,0.2542,0.3993,1.74,3.52,5.3,2.8,0.95,7
HOBBIES_1_133_CA_1_evaluation,0.2539,0.3944,1.72,3.49,5.27,2.79,0.95,7
FOODS_2_243_CA_1_evaluation,0.2537,0.4689,2.04,3.82,5.59,2.98,0.95,7
HOUSEHOLD_2_408_CA_1_evaluation,0.2536,0.3934,1.71,3.49,5.26,2.78,0.95,7
HOUSEHOLD_1_435_CA_1_evaluation,0.2533,0.4628,2.01,3.79,5.56,2.96,0.95,7
HOBBIES_2_014_CA_1_evaluation,0.2533,0.2007,0.87,2.65,4.42,2.29,0.95,7
HOBBIES_1_303_CA_1_evaluation,0.253,0.354,1.54,3.31,5.08,2.68,0.95,7
HOUSEHOLD_2_246_CA_1_evaluation,0.2524,0.4426,1.93,3.69,5.46,2.9,0.95,7
FOODS_1_093_CA_1_evaluation,0.2523,0.4348,1.89,3.66,5.43,2.88,0.95,7
HOBBIES_1_385_CA_1_evaluation,0.2521,0.3636,1.58,3.35,5.11,2.7,0.95,7
HOUSEHOLD_2_338_CA_1_evaluation,0.2521,0.4256,1.85,3.62,5.38,2.85,0.95,7
HOBBIES_2_096_CA_1_evaluation,0.2521,0.4052,1.76,3.53,5.29,2.8,0.95,7
HOBBIES_2_107_CA_1_evaluation,0.2516,0.4184,1.82,3.58,5.34,2.83,0.95,7
HOUSEHOLD_1_037_CA_1_evaluation,0.2516,0.3653,1.59,3.35,5.11,2.7,0.95,7
HOUSEHOLD_2_285_CA_1_evaluation,0.2514,0.3946,1.72,3.48,5.24,2.77,0.95,7
FOODS_3_457_CA_1_evaluation,0.2514,0.4285,1.86,3.62,5.38,2.86,0.95,7
HOUSEHOLD_2_271_CA_1_evaluation,0.2511,0.4055,1.76,3.52,5.28,2.8,0.95,7
HOBBIES_2_149_CA_1_evaluation,0.2509,0.3641,1.58,3.34,5.1,2.69,0.95,7
HOBBIES_1_289_CA_1_evaluation,0.2508,0.3994,1.74,3.49,5.25,2.78,0.95,7
HOBBIES_1_269_CA_1_evaluation,0.2506,0.3949,1.72,3.47,5.23,2.77,0.95,7
FOODS_1_210_CA_1_evaluation,0.2505,0.504,2.19,3.95,5.7,3.04,0.95,7
HOBBIES_2_048_CA_1_evaluation,0.2503,0.3719,1.62,3.37,5.12,2.7,0.95,7
FOODS_2_064_CA_1_evaluation,0.25,0.4353,1.89,3.64,5.39,2.86,0.95,7
FOODS_3_173_CA_1_evaluation,0.2499,0.4198,1.83,3.58,5.33,2.82,0.95,7
HOUSEHOLD_2_251_CA_1_evaluation,0.2498,0.3834,1.67,3.42,5.17,2.73,0.95,7
HOBBIES_2_045_CA_1_evaluation,0.249,0.3731,1.62,3.37,5.11,2.7,0.95,7
HOUSEHOLD_1_271_CA_1_evaluation,0.249,0.4645,2.02,3.76,5.51,2.93,0.95,7
HOBBIES_1_221_CA_1_evaluation,0.2489,0.3846,1.67,3.42,5.16,2.73,0.95,7
FOODS_3_506_CA_1_evaluation,0.2489,0.4908,2.14,3.88,5.62,3.0,0.95,7
HOBBIES_2_141_CA_1_evaluation,0.2487,0.3907,1.7,3.44,5.18,2.74,0.95,7
HOBBIES_2_140_CA_1_evaluation,0.2485,0.4031,1.75,3.49,5.23,2.77,0.95,7
HOUSEHOLD_1_405_CA_1_evaluation,0.2484,0.4475,1.95,3.69,5.43,2.88,0.95,7
FOODS_2_345_CA_1_evaluation,0.2481,0.463,2.01,3.75,5.49,2.92,0.95,7
HOUSEHOLD_1_137_CA_1_evaluation,0.248,0.4191,1.82,3.56,5.3,2.81,0.95,7
HOUSEHOLD_2_378_CA_1_evaluation,0.248,0.3817,1.66,3.4,5.13,2.71,0.95,7
HOUSEHOLD_2_018_CA_1_evaluation,0.2477,0.2617,1.14,2.87,4.61,2.4,0.95,7
HOBBIES_1_263_CA_1_evaluation,0.2474,0.3799,1.65,3.38,5.12,2.7,0.95,7
HOUSEHOLD_2_049_CA_1_evaluation,0.2473,0.4498,1.96,3.69,5.42,2.88,0.95,7
HOUSEHOLD_2_137_CA_1_evaluation,0.2471,0.4022,1.75,3.48,5.21,2.76,0.95,7
HOUSEHOLD_1_531_CA_1_evaluation,0.2471,0.4826,2.1,3.83,5.56,2.96,0.95,7
HOBBIES_2_023_CA_1_evaluation,0.247,0.3405,1.48,3.21,4.94,2.6,0.95,7
HOBBIES_2_099_CA_1_evaluation,0.2469,0.2133,0.93,2.66,4.39,2.27,0.95,7
HOBBIES_1_024_CA_1_evaluation,0.2469,0.3846,1.67,3.4,5.13,2.71,0.95,7
FOODS_3_500_CA_1_evaluation,0.2466,0.4416,1.92,3.65,5.37,2.86,0.95,7
HOBBIES_1_271_CA_1_evaluation,0.2465,0.3872,1.69,3.41,5.14,2.72,0.95,7
HOUSEHOLD_2_129_CA_1_evaluation,0.2464,0.3966,1.73,3.45,5.18,2.74,0.95,7
HOUSEHOLD_2_136_CA_1_evaluation,0.2461,0.393,1.71,3.43,5.16,2.73,0.95,7
FOODS_1_107_CA_1_evaluation,0.246,0.5923,2.58,4.3,6.02,3.24,0.95,7
HOBBIES_1_188_CA_1_evaluation,0.246,0.3787,1.65,3.37,5.09,2.69,0.95,7
HOBBIES_2_056_CA_1_evaluation,0.2459,0.3575,1.56,3.28,5.0,2.64,0.95,7
HOUSEHOLD_1_258_CA_1_evaluation,0.2456,0.4254,1.85,3.57,5.29,2.81,0.95,7
FOODS_2_070_CA_1_evaluation,0.2455,0.4321,1.88,3.6,5.32,2.82,0.95,7
FOODS_1_077_CA_1_evaluation,0.2454,0.4449,1.94,3.65,5.37,2.86,0.95,7
HOUSEHOLD_2_120_CA_1_evaluation,0.2453,0.3801,1.65,3.37,5.09,2.69,0.95,7
HOBBIES_1_362_CA_1_evaluation,0.2448,0.3872,1.69,3.4,5.11,2.7,0.95,7
FOODS_3_563_CA_1_evaluation,0.2448,0.4505,1.96,3.67,5.39,2.87,0.95,7
HOBBIES_2_005_CA_1_evaluation,0.2447,0.3842,1.67,3.39,5.1,2.7,0.95,7
HOBBIES_2_031_CA_1_evaluation,0.2444,0.3005,1.31,3.02,4.73,2.48,0.95,7
HOBBIES_2_147_CA_1_evaluation,0.2443,0.3746,1.63,3.34,5.05,2.67,0.95,7
HOUSEHOLD_2_249_CA_1_evaluation,0.2443,0.3857,1.68,3.39,5.1,2.7,0.95,7
HOBBIES_2_101_CA_1_evaluation,0.2442,0.3925,1.71,3.42,5.13,2.71,0.95,7
HOBBIES_1_162_CA_1_evaluation,0.244,0.3696,1.61,3.32,5.02,2.65,0.95,7
HOUSEHOLD_2_023_CA_1_evaluation,0.244,0.386,1.68,3.39,5.1,2.7,0.95,7
HOBBIES_2_001_CA_1_evaluation,0.2439,0.2886,1.26,2.96,4.67,2.45,0.95,7
FOODS_3_483_CA_1_evaluation,0.2436,0.4407,1.92,3.62,5.33,2.83,0.95,7
HOUSEHOLD_2_179_CA_1_evaluation,0.2436,0.4368,1.9,3.61,5.31,2.82,0.95,7
HOUSEHOLD_2_340_CA_1_evaluation,0.2435,0.3544,1.54,3.25,4.95,2.61,0.95,7
HOUSEHOLD_2_082_CA_1_evaluation,0.2431,0.3967,1.73,3.43,5.13,2.72,0.95,7
HOUSEHOLD_2_300_CA_1_evaluation,0.243,0.3905,1.7,3.4,5.1,2.7,0.95,7
HOUSEHOLD_2_292_CA_1_evaluation,0.243,0.3923,1.71,3.41,5.11,2.71,0.95,7
FOODS_2_239_CA_1_evaluation,0.2425,0.3972,1.73,3.43,5.12,2.71,0.95,7
FOODS_1_101_CA_1_evaluation,0.2422,0.4139,1.8,3.5,5.19,2.75,0.95,7
HOBBIES_1_110_CA_1_evaluation,0.242,0.3821,1.66,3.36,5.05,2.67,0.95,7
HOUSEHOLD_2_261_CA_1_evaluation,0.2419,0.4352,1.89,3.59,5.28,2.81,0.95,7
FOODS_3_737_CA_1_evaluation,0.2416,0.5317,2.31,4.01,5.7,3.05,0.95,7
HOUSEHOLD_2_157_CA_1_evaluation,0.2416,0.3852,1.68,3.37,5.06,2.68,0.95,7
HOBBIES_1_207_CA_1_evaluation,0.2416,0.3717,1.62,3.31,5.0,2.64,0.95,7
HOUSEHOLD_2_297_CA_1_evaluation,0.2415,0.419,1.82,3.51,5.2,2.76,0.95,7
HOBBIES_2_060_CA_1_evaluation,0.2415,0.3537,1.54,3.23,4.92,2.6,0.95,7
HOUSEHOLD_2_216_CA_1_evaluation,0.2414,0.39,1.7,3.39,5.08,2.69,0.95,7
HOUSEHOLD_1_483_CA_1_evaluation,0.2414,0.4894,2.13,3.82,5.51,2.94,0.95,7
HOUSEHOLD_1_015_CA_1_evaluation,0.2412,0.3577,1.56,3.25,4.93,2.6,0.95,7
HOBBIES_1_170_CA_1_evaluation,0.2409,0.3913,1.7,3.39,5.08,2.69,0.95,7
HOUSEHOLD_2_029_CA_1_evaluation,0.2408,0.3817,1.66,3.35,5.03,2.66,0.95,7
HOUSEHOLD_2_304_CA_1_evaluation,0.2407,0.3897,1.7,3.38,5.07,2.68,0.95,7
HOBBIES_2_061_CA_1_evaluation,0.2401,0.3716,1.62,3.3,4.98,2.63,0.95,7
HOUSEHOLD_2_362_CA_1_evaluation,0.2401,0.3829,1.67,3.35,5.03,2.66,0.95,7
HOBBIES_1_243_CA_1_evaluation,0.2398,0.3975,1.73,3.41,5.09,2.7,0.95,7
HOUSEHOLD_2_351_CA_1_evaluation,0.2398,0.3866,1.68,3.36,5.04,2.67,0.95,7
HOUSEHOLD_2_505_CA_1_evaluation,0.2397,0.4058,1.77,3.44,5.12,2.72,0.95,7
FOODS_2_096_CA_1_evaluation,0.2393,0.4143,1.8,3.48,5.15,2.74,0.95,7
HOUSEHOLD_2_165_CA_1_evaluation,0.2385,0.3826,1.67,3.33,5.0,2.65,0.95,7
HOUSEHOLD_2_364_CA_1_evaluation,0.2384,0.3922,1.71,3.38,5.04,2.67,0.95,7
HOUSEHOLD_1_002_CA_1_evaluation,0.2383,0.3999,1.74,3.41,5.08,2.69,0.95,7
HOUSEHOLD_2_478_CA_1_evaluation,0.2381,0.3815,1.66,3.33,4.99,2.64,0.95,7
HOBBIES_2_114_CA_1_evaluation,0.2381,0.3584,1.56,3.23,4.89,2.58,0.95,7
FOODS_3_309_CA_1_evaluation,0.2381,0.4743,2.06,3.73,5.4,2.88,0.95,7
HOUSEHOLD_1_442_CA_1_evaluation,0.2375,0.3886,1.69,3.35,5.02,2.66,0.95,7
HOUSEHOLD_1_085_CA_1_evaluation,0.2374,0.4102,1.78,3.45,5.11,2.71,0.95,7
HOBBIES_1_214_CA_1_evaluation,0.2373,0.3851,1.68,3.34,5.0,2.65,0.95,7
HOUSEHOLD_2_463_CA_1_evaluation,0.2373,0.3995,1.74,3.4,5.06,2.68,0.95,7
FOODS_2_379_CA_1_evaluation,0.2371,0.4552,1.98,3.64,5.3,2.82,0.95,7
FOODS_3_360_CA_1_evaluation,0.2369,0.4606,2.0,3.66,5.32,2.84,0.95,7
HOUSEHOLD_2_277_CA_1_evaluation,0.236,0.3803,1.66,3.31,4.96,2.63,0.95,7
HOBBIES_2_047_CA_1_evaluation,0.2358,0.3193,1.39,3.04,4.69,2.47,0.95,7
HOUSEHOLD_2_311_CA_1_evaluation,0.2358,0.4971,2.16,3.81,5.46,2.92,0.95,7
HOBBIES_1_181_CA_1_evaluation,0.2358,0.2448,1.07,2.72,4.37,2.28,0.95,7
HOBBIES_2_009_CA_1_evaluation,0.2357,0.3884,1.69,3.34,4.99,2.64,0.95,7
HOUSEHOLD_2_326_CA_1_evaluation,0.2356,0.4149,1.81,3.45,5.1,2.71,0.95,7
FOODS_1_053_CA_1_evaluation,0.2356,0.4392,1.91,3.56,5.21,2.77,0.95,7
HOUSEHOLD_2_370_CA_1_evaluation,0.2355,0.3814,1.66,3.31,4.96,2.62,0.95,7
HOUSEHOLD_2_198_CA_1_evaluation,0.2355,0.3962,1.72,3.37,5.02,2.66,0.95,7
HOUSEHOLD_1_017_CA_1_evaluation,0.2353,0.5983,2.6,4.25,5.9,3.18,0.95,7
HOBBIES_1_267_CA_1_evaluation,0.2352,0.3334,1.45,3.1,4.74,2.5,0.95,7
HOUSEHOLD_1_189_CA_1_evaluation,0.2351,0.355,1.54,3.19,4.84,2.55,0.95,7
HOUSEHOLD_2_281_CA_1_evaluation,0.235,0.375,1.63,3.28,4.92,2.6,0.95,7
FOODS_1_164_CA_1_evaluation,0.235,0.5079,2.21,3.86,5.5,2.94,0.95,7
HOBBIES_1_112_CA_1_evaluation,0.2348,0.3514,1.53,3.17,4.82,2.54,0.95,7
HOBBIES_1_314_CA_1_evaluation,0.2348,0.3353,1.46,3.1,4.75,2.5,0.95,7
HOUSEHOLD_2_508_CA_1_evaluation,0.2347,0.3767,1.64,3.28,4.92,2.61,0.95,7
HOBBIES_2_097_CA_1_evaluation,0.2344,0.2237,0.97,2.61,4.26,2.21,0.95,7
FOODS_1_098_CA_1_evaluation,0.234,0.3682,1.6,3.24,4.88,2.58,0.95,7
HOBBIES_2_106_CA_1_evaluation,0.234,0.1547,0.67,2.31,3.95,2.03,0.95,7
HOUSEHOLD_2_368_CA_1_evaluation,0.2334,0.4172,1.82,3.45,5.08,2.7,0.95,7
FOODS_3_017_CA_1_evaluation,0.2333,0.4216,1.83,3.47,5.1,2.71,0.95,7
HOUSEHOLD_2_005_CA_1_evaluation,0.2331,0.3657,1.59,3.22,4.85,2.57,0.95,7
HOUSEHOLD_1_297_CA_1_evaluation,0.2329,0.3394,1.48,3.11,4.74,2.5,0.95,7
FOODS_2_048_CA_1_evaluation,0.2323,0.4507,1.96,3.59,5.21,2.78,0.95,7
FOODS_1_148_CA_1_evaluation,0.2322,0.4028,1.75,3.38,5.0,2.66,0.95,7
HOBBIES_1_350_CA_1_evaluation,0.2318,0.3398,1.48,3.1,4.72,2.49,0.95,7
HOUSEHOLD_2_276_CA_1_evaluation,0.2316,0.3986,1.73,3.36,4.98,2.64,0.95,7
HOBBIES_1_284_CA_1_evaluation,0.2314,0.3789,1.65,3.27,4.89,2.59,0.95,7
HOUSEHOLD_1_523_CA_1_evaluation,0.2314,0.3358,1.46,3.08,4.7,2.48,0.95,7
FOODS_2_240_CA_1_evaluation,0.2313,0.4506,1.96,3.58,5.2,2.77,0.95,7
HOBBIES_2_126_CA_1_evaluation,0.2311,0.3729,1.62,3.24,4.86,2.57,0.95,7
HOBBIES_1_294_CA_1_evaluation,0.2311,0.3731,1.62,3.24,4.86,2.57,0.95,7
FOODS_3_256_CA_1_evaluation,0.231,0.4601,2.0,3.62,5.24,2.79,0.95,7
HOUSEHOLD_2_268_CA_1_evaluation,0.2308,0.3858,1.68,3.29,4.91,2.6,0.95,7
HOBBIES_1_225_CA_1_evaluation,0.2307,0.3768,1.64,3.25,4.87,2.58,0.95,7
HOUSEHOLD_2_020_CA_1_evaluation,0.2307,0.3904,1.7,3.31,4.93,2.61,0.95,7
FOODS_1_159_CA_1_evaluation,0.2306,0.4174,1.82,3.43,5.04,2.68,0.95,7
HOUSEHOLD_2_066_CA_1_evaluation,0.2306,0.3964,1.72,3.34,4.95,2.63,0.95,7
HOBBIES_2_006_CA_1_evaluation,0.2305,0.371,1.61,3.23,4.84,2.56,0.95,7
HOBBIES_1_422_CA_1_evaluation,0.2302,0.3546,1.54,3.16,4.77,2.52,0.95,7
HOBBIES_1_097_CA_1_evaluation,0.23,0.3961,1.72,3.33,4.94,2.62,0.95,7
HOUSEHOLD_2_328_CA_1_evaluation,0.2298,0.4148,1.8,3.41,5.02,2.67,0.95,7
HOUSEHOLD_2_079_CA_1_evaluation,0.2298,0.3781,1.65,3.25,4.86,2.58,0.95,7
HOBBIES_1_026_CA_1_evaluation,0.2296,0.3757,1.63,3.24,4.85,2.57,0.95,7
HOUSEHOLD_2_394_CA_1_evaluation,0.2296,0.4013,1.75,3.35,4.96,2.63,0.95,7
HOUSEHOLD_1_269_CA_1_evaluation,0.2292,0.4416,1.92,3.53,5.13,2.73,0.95,7
HOUSEHOLD_2_001_CA_1_evaluation,0.229,0.3814,1.66,3.26,4.87,2.58,0.95,7
HOBBIES_2_069_CA_1_evaluation,0.2285,0.3379,1.47,3.07,4.67,2.46,0.95,7
HOUSEHOLD_2_377_CA_1_evaluation,0.2285,0.4005,1.74,3.34,4.94,2.62,0.95,7
HOUSEHOLD_2_283_CA_1_evaluation,0.2282,0.3812,1.66,3.26,4.85,2.57,0.95,7
FOODS_2_195_CA_1_evaluation,0.2281,0.4416,1.92,3.52,5.12,2.73,0.95,7
HOBBIES_2_035_CA_1_evaluation,0.228,0.3888,1.69,3.29,4.88,2.59,0.95,7
HOBBIES_1_273_CA_1_evaluation,0.228,0.3833,1.67,3.26,4.86,2.58,0.95,7
HOBBIES_1_359_CA_1_evaluation,0.2279,0.3283,1.43,3.02,4.62,2.44,0.95,7
HOBBIES_1_333_CA_1_evaluation,0.2274,0.384,1.67,3.26,4.85,2.57,0.95,7
HOUSEHOLD_2_218_CA_1_evaluation,0.2273,0.3589,1.56,3.15,4.74,2.51,0.95,7
FOODS_1_192_CA_1_evaluation,0.2272,0.4415,1.92,3.51,5.1,2.72,0.95,7
HOUSEHOLD_2_041_CA_1_evaluation,0.2267,0.3963,1.72,3.31,4.9,2.6,0.95,7
FOODS_2_129_CA_1_evaluation,0.2264,0.4497,1.96,3.54,5.13,2.74,0.95,7
HOBBIES_2_121_CA_1_evaluation,0.2263,0.3658,1.59,3.18,4.76,2.52,0.95,7
HOUSEHOLD_1_224_CA_1_evaluation,0.2263,0.4242,1.85,3.43,5.01,2.67,0.95,7
HOUSEHOLD_1_463_CA_1_evaluation,0.226,0.4613,2.01,3.59,5.17,2.76,0.95,7
FOODS_2_363_CA_1_evaluation,0.2253,0.4584,1.99,3.57,5.15,2.75,0.95,7
HOBBIES_2_081_CA_1_evaluation,0.2253,0.3448,1.5,3.08,4.65,2.46,0.95,7
FOODS_3_466_CA_1_evaluation,0.2253,0.4869,2.12,3.7,5.27,2.82,0.95,7
HOUSEHOLD_2_164_CA_1_evaluation,0.2253,0.3668,1.6,3.17,4.75,2.52,0.95,7
HOUSEHOLD_1_104_CA_1_evaluation,0.2248,0.4169,1.81,3.39,4.96,2.64,0.95,7
HOUSEHOLD_2_269_CA_1_evaluation,0.2247,0.3698,1.61,3.18,4.75,2.52,0.95,7
HOUSEHOLD_2_099_CA_1_evaluation,0.2244,0.3788,1.65,3.22,4.79,2.54,0.95,7
HOBBIES_2_087_CA_1_evaluation,0.2243,0.353,1.54,3.11,4.68,2.47,0.95,7
HOBBIES_2_053_CA_1_evaluation,0.2239,0.376,1.64,3.2,4.77,2.53,0.95,7
HOUSEHOLD_2_147_CA_1_evaluation,0.2236,0.3183,1.39,2.95,4.52,2.38,0.95,7
